"","id","author","stars","date","comments","length","category"
"2205","2205","By Asgar K",5,"Jan 27, 2018","Coursed details was good within a limited time frame.Got to learn and understand the problem and getting solutions with a diffrent perspective.Thank you.",153,"design"
"2206","2206","By Abdalla A",5,"Aug 22, 2017","It is such a great course that i learned how to solve the problems by using design thinking toolkit .. advice you to join it and make your mind different",153,"design"
"2207","2207","By Jayakumar P",5,"May 18, 2017","I really loved this course, helped me empathize the users experiences. would help in many places to get more valuable insights on the products we develop",153,"design"
"2208","2208","By Alexander G",5,"May 17, 2019","Excellent course about Design Thinking with lots of insides and depth into how to apply it. Examples of tools usage could be more elaborate in the how's",152,"design"
"2209","2209","By Angela M",5,"Jul 13, 2017","I really enjoyed this course, I thought it was very well structured and covered the topic in as much detail as I need for an introduction to the subject",152,"design"
"2210","2210","By Jose F Z",5,"Apr 13, 2018","Excellent to learn about the tools for Design Thinking. All companies should use many of these tools to generate creative ideas and motivate team-work!",151,"design"
"2211","2211","By Jozsef A",5,"Apr 02, 2018","Great content, structure and basic fundamentals of Design Thinking. Never a dull course even on my second take of this one. Great job Jeanne and team!",150,"design"
"2212","2212","By Evelyna R G R",5,"Sep 07, 2017","

Good structure, valuable content, very didactic. It contains videos, diagrams, bibliography that helps to explain and better understand the knowledge.",154,"design"
"2213","2213","By Lahiri K",5,"Jun 08, 2019","Very nicely designed course. It was very easy to follow. It explains the different ways to solve any particular organizational problem or a challenge",149,"design"
"2214","2214","By Stephen D",5,"Apr 28, 2017","I enjoyed this course, it was challenging and well thought out.  I am confident that I will be able to apply the concepts learned to my work.  Kudos!",149,"design"
"2215","2215","By Brayan A A M",5,"Mar 10, 2016","Great course from the beginning to the end. It challenge you, motivates you and become a person with a different sense of (and tools for) innovation.",149,"design"
"2216","2216","By Samantha S",5,"Feb 29, 2020","I did enjoy this course very much, lectures were interesting and the examples very helpful to really understand concepts and how to apply the theory",148,"design"
"2217","2217","By Silviu-Constantin P",5,"Nov 08, 2018","I have enjoyed this course because is presenting so many practical examples on how the methodology is used, also comparing with a classical approach",148,"design"
"2218","2218","By Narendra V B",5,"Jan 24, 2018","Very good insight on how to use thinking for better managing your work. How to use innovation for your daily work assignments and make things better",148,"design"
"2219","2219","By Angurbala P",5,"Aug 10, 2017","This course helped me a lot to know about design thinking. I had attended some session, but it was not clear. After this course, I am confident now.",148,"design"
"2220","2220","By JUAN F S",5,"Jun 25, 2019","Todos los conceptos y herramientas aprendidas durante el curso, pueden ser aplicados inmediatamente, fortaleciendo el trabajo en equipo. Excelente.",147,"design"
"2221","2221","By Marcelo C S",5,"May 22, 2019","Ótimo curso. Ele apresenta um conteúdo claro e exemplos dinâmicos que me fizeram compreender melhor como utilizar Design Thinking em meus projetos.",147,"design"
"2222","2222","By Henry J C P",5,"May 08, 2019","Un curso realmente inspirador, muy práctico y con gran proyección para las exigencias actuales en los centros de innovación, altamente recomendable",147,"design"
"2223","2223","By Tabitha S",5,"Oct 02, 2016","Insightful and provides a framework for design thinking - foreground a growth mindset while not neglecting disconfirming facts while experimenting!",148,"design"
"2224","2224","By Arushi T",5,"Sep 12, 2019","This course was extremely insightful and helped me learn a lot more about Design Thinking. It has helped me with my professional growth immensely.",146,"design"
"2225","2225","By Vivek B",5,"May 14, 2018","Absolutely Brilliant course, Delivered in simple concise manner. Good example and cases used to illustrate the benefits of Design thinking method.",146,"design"
"2226","2226","By GLORIA F T",5,"Apr 17, 2018","Well conceptualized..... and packaged.... Whets your appetite for the concept and has adequate references and well thought out evaluation concept.",146,"design"
"2227","2227","By Dov M",5,"Feb 14, 2018","Excellent instructor, well organized, succinct.  As a busy professional I thought this class provided excellent value and was time well invested.",146,"design"
